TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
Classe;54.852.109/0001-86;VALKYRIES FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;6474.00;6474.00;6474.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.856.185/0001-60;FDCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;6790.27;6790.27;6788.29;1.98;0.00;0.00;0.00;0.00;0.00
Classe;54.856.897/0001-89;VAREJO ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;54026.31;54026.31;54026.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.857.414/0001-60;INDIE MERX RAIZ I CRÉDITO AGRO FIDC DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA;2025-06-30;200551.63;200551.63;200551.63;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.863.575/0001-67;BAUFIRMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;100325.79;100325.79;100325.79;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.871.427/0001-94;CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;70281.67;70281.67;70281.67;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.875.483/0001-05;CHIMERA ALTERNATIVE ASSETS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESP LIMITADA;2025-06-30;138997.82;138997.82;138997.82;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.876.169/0001-39;BARBARESCO 4870 FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;35106.49;35106.49;35106.49;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.889.584/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SIFRA DE RESPONSABILIDADE LIMITADA;2025-06-30;82449.18;82449.18;82449.18;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.902.792/0001-19;GP AUDAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;121639.97;121639.97;121639.97;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.904.072/0001-92;COLISEU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;30000.00;30000.00;30000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.950.304/0001-49;VENTURE FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;34563.77;34563.77;34563.77;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.952.663/0001-35;PALMYRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.954.874/0001-07;AMAZÔNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;75520.00;75520.00;75520.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.955.983/0001-49;VK MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;597774.86;597774.86;580245.51;17529.35;0.00;0.00;0.00;0.00;0.00
Classe;54.965.252/0001-84;KRENAK FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS;2025-06-30;46122.42;46122.42;46122.42;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.968.056/0001-63;TAYA FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;158067.33;158067.33;158067.33;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.968.636/0001-50;BEAUTY E CAFÉ FRANCHISING GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA E COMÉRCIO;2025-06-30;79153.39;79153.39;77705.37;1448.02;0.00;0.00;0.00;0.00;0.00
Classe;54.969.186/0001-10;SX CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;304143.73;304143.73;53783.32;250360.41;0.00;0.00;0.00;0.00;0.00
Classe;54.974.598/0001-49;SOLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;61947.87;61947.87;61947.87;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.976.450/0001-43;JGP SPECIAL SITUATIONS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;28323.28;28323.28;28323.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.976.534/0001-87;BURITI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;27832.71;27832.71;27832.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.979.338/0001-66;MEDITERRANEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;15951.87;15951.87;15951.87;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.979.779/0001-68;FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA;2025-06-30;199279.39;199279.39;199279.39;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.980.022/0001-94;BLC IV MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;27448.37;27448.37;27448.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.985.529/0001-30;SBG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.990.152/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS K8 CONSIGNADOS - RESPONSABILIDADE LIMITADA;2025-06-30;51184.59;51184.59;51184.59;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.631/0001-00;BRAVE PFN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESP LIMITADA;2025-06-30;50875.78;50875.78;50875.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.713/0001-47;ARTESANAL PFN 2 FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;274306.50;274306.50;274306.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.754/0001-33;ANGÁ PFN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;56649.59;56649.59;56649.59;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.808/0001-60;PFN M8 FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;51241.34;51241.34;51241.34;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.858/0001-48;MILÊNIO PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;155899.62;155899.62;155899.62;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.940/0001-72;JIVE BOSSANOVA HIGH YIELD PFN - FIC FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;364793.95;364793.95;364793.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.993/0001-93;DAYCOVAL BOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;35228.24;35228.24;35228.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.995.026/0001-46;SOLIS PFN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;1804566.72;1804566.72;1804566.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.996.578/0001-79;SANREMO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;74423.82;74423.82;74423.82;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.013.574/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CONSÓRCIOS YELLOWSTONE - RESPONSABILIDADE LIMITADA;2025-06-30;18231861.18;18231861.18;18231861.18;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.020.611/0001-93;LCM MOJAVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;21298.39;21298.39;21298.39;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.021.966/0001-05;ARTESANAL IAM HIGH YIELD FIC DE FIDC RESPONSABILIDADE LIMITADA;2025-06-30;12747.95;12747.95;12747.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.037.275/0001-91;W CAPITAL II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;44966.48;44966.48;44966.48;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.039.863/0001-64;JIVE DISTRESSED & SPECIAL SITS IV (PROFISSIONAL) FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;12173.46;12173.46;12173.46;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.048.271/0001-09;ST 1009 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;43996.41;43996.41;43996.41;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.051.705/0001-20;REASON X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;37051.12;37051.12;37051.12;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.051.847/0001-97;CHIRON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;808537.47;808537.47;808537.47;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.052.168/0001-32;NOIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;23368.50;23368.50;23368.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.054.219/0001-65;DUDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;173678.20;173678.20;173678.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.054.815/0001-45;TERRAMAGNA II FUNDO DE INVESTIMENTO EM COTAS DE FIAGRO - RESPONSABILIDADE LIMITADA;2025-06-30;356521.26;356521.26;345460.65;11060.61;0.00;0.00;0.00;0.00;0.00
Classe;55.064.095/0001-07;PACKERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;458640.55;458640.55;458640.55;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.068.896/0001-32;POLÍGONO BRAVO CRÉDITO PRIVADO MULTIESTRATÉGIA FEEDER FI EM COTAS DE FI EM DIREITOS CREDITORIOS;2025-06-30;48812.06;48812.06;47581.44;1230.62;0.00;0.00;0.00;0.00;0.00
Classe;55.070.804/0001-59;ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;335000.00;335000.00;0.00;335000.00;0.00;0.00;0.00;0.00;0.00
Classe;55.072.790/0001-02;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FUTURO CONSIGNADO PÚBLICO III RESP LTDA;2025-06-30;10231335.33;598662.11;0.00;598662.11;9632673.22;0.00;0.00;0.00;9632673.22
Classe;55.074.349/0001-60;ESTRATÉGIA ATIVOS JUDICIAIS I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;30570.17;30570.17;30570.17;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.074.368/0001-96;PRIMATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA;2025-06-30;794168.83;794168.83;794168.83;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.085.520/0001-36;VOLAR FUNDO DE INVESTIMENTO EM COTAS FIDC RESP LIMITADA;2025-06-30;5500.00;5500.00;5500.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.102.194/0001-28;NEW ERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;158400.54;158400.54;158400.54;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.102.997/0001-82;ARC FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;211951.99;211951.99;211951.99;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.105.668/0001-95;VITTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;64448.56;64448.56;64448.56;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.106.118/0001-90;DBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;86402.86;86402.86;86402.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.106.170/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DR. SIM;2025-06-30;205813.19;205813.19;5500.00;200313.19;0.00;0.00;0.00;0.00;0.00
Classe;55.106.451/0001-08;CAPITALIZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;51046.07;51046.07;51046.07;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.112.192/0001-10;BYX MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;5000.00;5000.00;5000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.122.381/0001-73;FUTURO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;107301.19;107301.19;107301.19;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.125.894/0001-38;MTR CRÉDITOS SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;573544.09;573544.09;573544.08;0.01;0.00;0.00;0.00;0.00;0.00
Classe;55.135.135/0001-56;ATENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECUPERAÇÃO DE CRÉDITO;2025-06-30;28500.00;28500.00;28500.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.139.905/0001-39;PLGN EQUIPE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;6.80;6.80;6.80;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.140.787/0001-89;SOLIS RECEBÍVEIS COMERCIAIS II FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;135331.66;135331.66;135331.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.144.736/0001-25;RENOVAGRO FIAGRO RESPONSABILIDADE LIMITADA;2025-06-30;2055079.48;2055079.48;2055079.48;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.144.787/0001-57;GERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;4988882.71;4988882.71;4988882.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.154.982/0001-68;RJ3D FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;32556.52;32556.52;32556.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.157.099/0001-21;GOLDEN TREE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PRIVADO;2025-06-30;264355.73;264355.73;264355.73;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.159.493/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NEW EDAN II;2025-06-30;19963.64;19963.64;19963.64;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.167.862/0001-03;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PAGBANK MULTIADQUIRÊNCIA - RESPONSABILIDADE LIMITADA;2025-06-30;15633502.19;15633502.19;0.00;15633502.19;0.00;0.00;0.00;0.00;0.00
Classe;55.174.856/0001-75;PONTAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;605362.66;605362.66;605362.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.175.561/0001-13;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL III FGTS RESPONSABILIDADE LIMITADA;2025-06-30;199091.45;199091.45;199091.45;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.198.653/0001-19;PBG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;2268829.36;2268829.36;2268829.36;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.201.186/0001-39;KOLEOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;10493.31;10493.31;10493.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.211.792/0001-35;BW2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;51755.20;51755.20;51755.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.234.274/0001-37;AZURE CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;101976.79;101976.79;101976.70;0.09;0.00;0.00;0.00;0.00;0.00
Classe;55.234.575/0001-60;BW 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;350224.05;350224.05;350224.05;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.235.473/0001-60;PMFO M8 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;84082.14;84082.14;84082.14;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.240.138/0001-50;CAP INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3410192.56;3410192.56;3410192.56;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.241.106/0001-79;ARM CAPITAL PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA;2025-06-30;118414.70;118414.70;0.00;118414.70;0.00;0.00;0.00;0.00;0.00
Classe;55.241.374/0001-90;PORTAL INSUMOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DC;2025-06-30;133078.19;133078.19;0.00;133078.19;0.00;0.00;0.00;0.00;0.00
Classe;55.249.383/0001-28;ALGARVE PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;10845.51;10845.51;10845.51;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.251.626/0001-62;ROTTERDAM FIAGRO;2025-06-30;42294.35;42294.35;42294.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.251.884/0001-49;JAZZ CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;1065584.40;1065584.40;1065584.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.255.330/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA INCLUSÃO FINANCEIRA PLUS;2025-06-30;4275224.84;4275224.84;4275224.84;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.257.461/0001-36;SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;18358.72;18358.72;17938.87;419.85;0.00;0.00;0.00;0.00;0.00
Classe;55.261.422/0001-02;SERIGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;94612.53;94612.53;94612.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.296.116/0001-01;MATRI NOW FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;11147.71;11147.71;11147.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.304.169/0001-27;DIAMANTE 44 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;44533.37;44533.37;44533.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.316.469/0001-26;SOMAPAY CARTÃO CONSIGNADO PÚBLICO  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2025-06-30;32922.47;32922.47;32922.47;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.318.040/0001-78;SOLIS CAPITAL ANTARES PIONEIRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS;2025-06-30;5017616.46;5017616.46;4962270.71;55345.75;0.00;0.00;0.00;0.00;0.00
Classe;55.325.522/0001-55;POLÍGONO MASTER PRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;33782.27;33782.27;33782.27;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.327.697/0001-00;POLÍGONO MASTER QUALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;5699.54;5699.54;5699.54;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.328.569/0001-72;PARATII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;2475.36;2475.36;2475.36;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.330.962/0001-09;LEGATUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;31350.40;31350.40;31350.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.331.248/0001-27;DB DRILLING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;72951459.79;72951459.79;102531.91;72848927.88;0.00;0.00;0.00;0.00;0.00
Classe;55.331.747/0001-14;QUATTRINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;86340.00;86340.00;61813.72;24526.28;0.00;0.00;0.00;0.00;0.00
Classe;55.333.029/0001-87;POTI BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;48512.36;48512.36;48511.49;0.87;0.00;0.00;0.00;0.00;0.00
Classe;55.344.996/0001-44;SCARLET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;1625762.51;1625762.51;1625762.51;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.345.266/0001-68;GENICART FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;125008.61;125008.61;17043.12;107965.49;0.00;0.00;0.00;0.00;0.00
Classe;55.347.951/0001-23;MUGELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;13000.00;13000.00;13000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.363.920/0001-66;PORTO FIC DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;115029.56;115029.56;115029.56;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.364.405/0001-09;JRP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;3000.00;3000.00;3000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.364.540/0001-46;ANGÁ FGTS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;242597.92;242597.92;242597.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.374.251/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA;2025-06-30;1230551.07;1230551.07;0.00;1230551.07;0.00;0.00;0.00;0.00;0.00
Classe;55.383.671/0001-70;AGRO RECEBÍVEIS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA;2025-06-30;35816.17;35816.17;35816.17;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.395.204/0001-60;MATRI INFINITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;563242.74;563242.74;563242.74;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.401.645/0001-28;QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;685894.31;685894.31;685894.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.406.636/0001-20;AERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;78511.47;78511.47;78511.46;0.01;0.00;0.00;0.00;0.00;0.00
Classe;55.411.764/0001-61;OPENSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;43414.68;43414.68;42438.49;976.19;0.00;0.00;0.00;0.00;0.00
Classe;55.412.790/0001-04;BROOKLYN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;20207353.59;20207353.59;20207353.59;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.430.470/0001-87;JUMP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;24034.29;24034.29;24034.29;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.445.774/0001-18;FRAGATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;5845450.72;5845450.72;5845450.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.469.182/0001-36;SC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;288773.04;288773.04;288773.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.471.175/0001-79;LSP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;182518.00;182518.00;182518.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.471.753/0001-77;SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA;2025-06-30;121118.03;121118.03;0.00;121118.03;0.00;0.00;0.00;0.00;0.00
