TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
Classe;49.686.425/0001-95;URANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;152710.90;152710.90;152710.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.691.846/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS  TEMPUS III;2025-06-30;273952.21;273952.21;273952.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.726.804/0001-61;GALAPAGOS INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2025-06-30;179768.01;179768.01;179768.01;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.729.606/0001-51;QUALLYCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.743.173/0001-99;AEG 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;135327.26;135327.26;135327.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.743.793/0001-28;ALGARVE AMAZÔNIA CO-INVEST FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2025-06-30;48357.95;48357.95;48357.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.744.510/0001-62;ALGARVE AMAZÔNIA FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;111817.66;111817.66;111817.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.776.300/0001-56;OUTFIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLASSE ÚNICA FECHADA RESPONSABILIDADE LIMITAD;2025-06-30;284486.26;284486.26;284486.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.788.461/0001-60;NICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;182431165.15;182431165.15;182431165.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.789.715/0001-64;ELETRONET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;78291.30;78291.30;78291.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.793.563/0001-73;M M CA FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;1129192.28;1129192.28;1129192.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.793.609/0001-54;SOLUCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;134977.14;134977.14;134977.14;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.805.246/0001-20;LASSIE 1 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;10634578.43;10634578.43;10634578.43;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.815.200/0001-91;MSB LONGO PRAZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;162427.56;162427.56;162427.56;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.815.297/0001-32;ORBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;64945.11;64945.11;64945.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.815.454/0001-00;AMADEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;799080.75;799080.75;799080.64;0.11;0.00;0.00;0.00;0.00;0.00
Classe;49.815.732/0001-29;FONTANA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;220147.06;220147.06;220147.06;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.826.785/0001-45;ASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;1118506.10;958931.47;539891.66;419039.81;159574.63;0.00;0.00;155290.21;4284.42
Classe;49.829.816/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 800;2025-06-30;2916381.26;2916381.26;2916381.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.839.322/0001-18;ERGA OMNES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;273181.95;273181.95;73181.95;200000.00;0.00;0.00;0.00;0.00;0.00
Classe;49.853.069/0001-57;INTERTRADE FUNDO DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS;2025-06-30;14386.25;14386.25;14386.25;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.878.868/0001-88;AUGE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO;2025-06-30;19608.66;19608.66;19608.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.879.065/0001-48;ARTESANAL VP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;448687.73;448687.73;448687.73;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.888.327/0001-30;FUGGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1571270.72;1571270.72;1571270.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.916.055/0001-35;ASA FIC DE FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS 90 RESPONSABILIDADE LIMITADA;2025-06-30;46952.56;46952.56;46952.56;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.916.151/0001-83;ASA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RESP. LTDA;2025-06-30;534865.30;534865.30;534865.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.920.525/0001-34;IS GREEN SOLFÁCIL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;612726.80;612726.80;612726.80;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.920.810/0001-55;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TMX FINANCE;2025-06-30;269980.78;269980.78;269980.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.921.110/0001-85;VERDE AM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;20590.60;20590.60;20590.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.934.838/0001-41;TMOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1390599.82;1390599.82;1390599.81;0.01;0.00;0.00;0.00;0.00;0.00
Classe;49.936.254/0001-05;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS CHRONOS - RESPONSABILIDADE LIMITADA;2025-06-30;6734986.13;6734986.13;6734986.13;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.936.440/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TURBI I DE RESPONSABILIDADE LIMITADA;2025-06-30;5616665.76;5616637.88;5616637.88;0.00;27.88;0.00;0.00;0.00;27.88
Classe;49.938.183/0001-80;CRUCE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;31483.01;31483.01;31483.01;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.950.299/0001-34;CAPITAL HILL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;69405.81;69405.81;62000.00;7405.81;0.00;0.00;0.00;0.00;0.00
Classe;49.959.636/0001-54;LUMINA 1 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;17578.74;17578.74;17578.74;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.971.985/0001-91;ATTALANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.983.868/0001-48;PRECAVIDA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;45679743.69;45679743.69;565289.65;45114454.04;0.00;0.00;0.00;0.00;0.00
Classe;49.998.142/0001-89;MAGIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;4020000.00;4020000.00;20000.00;4000000.00;0.00;0.00;0.00;0.00;0.00
Classe;49.998.666/0001-70;VSI SAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;102272.34;102272.34;102272.34;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.999.307/0001-37;ATIVOS ESTRATÉGICOS LOCAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;56736.66;56736.66;56736.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.013.376/0001-09;GERAR  CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  CLASSE ÚNICA ABERTA;2025-06-30;172365.34;172365.34;172365.34;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.041.229/0001-42;MOMENTO PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;2589738.94;2589738.94;2589738.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.041.351/0001-19;FIDC RECUPERADOS QUESTÕES GLOBAIS RESPONSABILIDADE LIMITADA;2025-06-30;41098.83;41098.83;41098.83;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.057.356/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL;2025-06-30;315958.35;315958.35;315958.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.059.717/0001-87;TK 180 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;14176.96;14176.96;14176.96;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.059.866/0001-46;PAGALEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS DE RESPONSABILIDADE LIMITADA;2025-06-30;3840527.62;3840527.62;3840527.62;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.074.839/0001-42;SIG IV FC FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;19476.10;19476.10;19476.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.089.559/0001-08;AGRICONNECTION FIAGRO;2025-06-30;659862.86;659862.86;659862.58;0.28;0.00;0.00;0.00;0.00;0.00
Classe;50.095.909/0001-49;VITA AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1631050.25;1631050.25;1631050.25;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.097.175/0001-37;SIG V FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;19476.10;19476.10;19476.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.107.049/0001-16;SIG VII FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;19449.20;19449.20;19449.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.107.743/0001-33;SIG VI FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS -  RESPONSABILIDADE LIMITADA;2025-06-30;19524.46;19524.46;19524.46;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.114.948/0001-46;DRIVER BRASIL SIX BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS - RESPONSABILIDADE LIMITADA;2025-06-30;2722464.07;2722464.07;2722464.07;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.115.378/0001-09;GUARDIAN MULTI CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;694123.15;694123.15;694123.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.115.649/0001-26;FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS GARANTIDO TÊXTIL;2025-06-30;8892.78;8892.78;8892.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.118.274/0001-58;ATIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;951976.91;951976.91;951976.91;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.120.355/0001-92;GRIF ADVANCED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITDA;2025-06-30;24554.12;24554.12;24554.12;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.123.492/0001-80;MAV ALTERNATIVE CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;18815.06;18815.06;18815.06;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.149.859/0001-35;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS ECO;2025-06-30;104831.30;104831.30;104831.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.151.440/0001-18;LASSIE 2 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;9267051.12;9267051.12;9267051.12;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.153.210/0001-98;AMETISTA CONSIGNADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3989765.72;3989765.72;3989765.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.168.890/0001-13;CEA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS RESPONSABILIDADE LIMITADA;2025-06-30;38302285.81;38302285.81;38302285.81;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.182.107/0001-76;TIGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADO;2025-06-30;165620335.66;165620335.66;165620335.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.198.834/0001-21;JGP ESTRUTURADOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;159770.27;159770.27;148748.35;11021.92;0.00;0.00;0.00;0.00;0.00
Classe;50.200.709/0001-09;MOOVPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA;2025-06-30;119229.46;119229.46;119229.46;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.251.934/0001-74;REAL INVESTOR CRÉDITO ESTRUTURADO 30 FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;268344.98;268344.98;266978.54;1366.44;0.00;0.00;0.00;0.00;0.00
Classe;50.277.965/0001-02;PÁTRIA CRÉDITO ESTRUTURADO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;13296743.24;13296743.24;13296743.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.292.336/0001-43;SPECIAL SITUATIONS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;32417.92;32417.92;32417.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.309.743/0001-16;ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;29220.09;29220.09;29220.09;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.314.076/0001-60;AZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;31575.00;31575.00;31575.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.314.230/0001-01;LUSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;20000.00;20000.00;20000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.327.909/0001-27;TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1904882.48;1904882.48;1904881.92;0.56;0.00;0.00;0.00;0.00;0.00
Classe;50.355.218/0001-37;SIGNAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;11664.96;11664.96;11664.96;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.356.663/0001-11;ABF VISION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;184674.31;184674.31;184674.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.360.138/0001-70;LUSO X FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-06-30;218115285.22;218115285.22;218115285.22;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.362.898/0001-16;INOVA3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;86485.03;86485.03;86485.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.366.328/0001-02;MFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO DE  TELECOMUNICAÇÕES;2025-06-30;28167.08;28167.08;28167.08;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.367.468/0001-97;EVOQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;124101.14;124101.14;124101.14;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.367.933/0001-90;CAPITANIA YIELD 120 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;696136.78;696136.78;696136.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.434.429/0001-65;ALVORADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;378082.50;378082.50;378082.48;0.02;0.00;0.00;0.00;0.00;0.00
Classe;50.440.392/0001-88;PLATINUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;98149396.82;98149396.82;0.00;98149396.82;0.00;0.00;0.00;0.00;0.00
Classe;50.443.649/0001-55;PRINZ DISCOVERY CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM COTAS DE DIREITOS CREDITÓRIOS;2025-06-30;1653916.19;1653916.19;1653916.19;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.452.371/0001-82;DEL REY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;75933154.53;75933154.53;75933154.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.456.492/0001-00;LEGGERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;200831856.76;200831856.76;351297.35;200480559.41;0.00;0.00;0.00;0.00;0.00
Classe;50.469.304/0001-70;TK 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RL;2025-06-30;298931.16;298931.16;298931.15;0.01;0.00;0.00;0.00;0.00;0.00
Classe;50.473.039/0001-02;SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA;2025-06-30;48000.00;48000.00;0.00;48000.00;0.00;0.00;0.00;0.00;0.00
Classe;50.477.529/0001-79;SQUALO FLAGSHIP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;152000.00;152000.00;152000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.491.214/0001-86;ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1644868.31;1644868.31;1644868.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.519.168/0001-86;STRUTTURA AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO DE RESPONSABILIDADE LTDA;2025-06-30;157246.36;157246.36;0.00;157246.36;0.00;0.00;0.00;0.00;0.00
Classe;50.536.324/0001-17;MAQNELSON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;65479.34;65479.34;0.00;65479.34;0.00;0.00;0.00;0.00;0.00
Classe;50.555.970/0001-21;SIRIUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;122642.63;122642.63;53029.10;69613.53;0.00;0.00;0.00;0.00;0.00
Classe;50.589.310/0001-61;SUSTINERI GERMINARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;44470510.65;44470510.65;44470510.65;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.637.204/0001-06;ALMOUROL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;15990.88;15990.88;0.00;15990.88;0.00;0.00;0.00;0.00;0.00
Classe;50.640.401/0001-84;BELA VISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;1047822.31;1047822.31;1047822.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.653.601/0001-71;INDIGO FIAGRO;2025-06-30;425370.34;425370.34;425370.34;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.653.785/0001-70;COTRIBÁ FIAGRO;2025-06-30;95398.62;95398.62;95398.62;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.655.268/0001-30;LONGSHIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;228550.03;228550.03;228550.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.692.376/0001-82;BOLSA DE CRÉDITOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;130300.00;130300.00;130300.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.695.489/0001-31;MLC 1A  - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;48613.73;48613.73;48613.73;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.706.970/0001-85;MONTBLANC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;43165.16;43165.16;43164.95;0.21;0.00;0.00;0.00;0.00;0.00
Classe;50.714.026/0001-70;1618 LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;70944.85;70944.85;70944.85;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.716.952/0001-84;M8 CREDIT ADVANCED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS;2025-06-30;2944438.38;2944438.38;2923050.67;21387.71;0.00;0.00;0.00;0.00;0.00
Classe;50.739.342/0001-04;RIGEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;4785139.01;4785139.01;38747.64;4746391.37;0.00;0.00;0.00;0.00;0.00
Classe;50.749.446/0001-91;CAETÊ FIAGRO - FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO;2025-06-30;68460.70;68460.70;68460.70;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.768.516/0001-59;RECOVERY LEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA - RESPONSABILIDADE LIMITAD;2025-06-30;589830.52;589830.52;589830.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.774.127/0001-36;BOCAINA ORIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;206940.74;206940.74;206940.74;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.790.524/0001-00;911 MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;358744.76;358744.76;358744.76;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.791.925/0001-76;FACTIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;447213.91;447213.91;447213.91;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.792.099/0001-80;BAMAQ CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;15373.77;15373.77;15373.77;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.808.063/0001-47;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION MZ;2025-06-30;9754.21;9754.21;9754.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.823.781/0001-92;NOBEL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2583196.44;2583196.44;2583196.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.824.501/0001-60;NETMONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1323830.87;1323830.87;1323830.87;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.824.837/0001-23;RM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO;2025-06-30;56420.94;56420.94;56420.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.832.370/0001-63;VIDA TODA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;112027.67;112027.67;112027.67;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.832.746/0001-30;BOASAFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO RESPONSABILIDADE LIMITADA;2025-06-30;94055.68;94055.68;0.00;94055.68;0.00;0.00;0.00;0.00;0.00
Classe;50.835.592/0001-30;CELETI IAAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;200533.49;200533.49;198597.38;1936.11;0.00;0.00;0.00;0.00;0.00
Classe;50.857.998/0001-13;LEO MADEIRAS FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA;2025-06-30;53908.43;53908.43;53908.43;0.00;0.00;0.00;0.00;0.00;0.00
Classe;50.860.854/0001-16;THRÉPSI FIAGRO DE RESP LIMITADA;2025-06-30;96539.42;96539.42;96539.42;0.00;0.00;0.00;0.00;0.00;0.00
