TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_IV_A_VL_PL;TAB_IV_B_VL_PL_MEDIO
Classe;51.477.774/0001-49;ATIBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7486685.44;7408512.74
Classe;51.497.411/0001-75;ST 1001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;28743962.88;28551116.67
Classe;51.497.417/0001-42;FLEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;5910092.89;5575194.20
Classe;51.498.070/0001-52;GHIA CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;24179889.93;21905716.22
Classe;51.503.629/0001-95;FORESTAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;48419542.67;36877166.97
Classe;51.507.981/0001-07;EVEN CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;1501026.77;1518219.15
Classe;51.507.998/0001-56;LESTE CREDIT MD PRECATÓRIOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2025-06-30;161413246.13;158324807.60
Classe;51.517.938/0001-14;PLX FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;986622.06;1001858.28
Classe;51.531.327/0001-20;RAC19 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;11503333.84;12690900.73
Classe;51.550.112/0001-57;GOPLAN FIAGRO;2025-06-30;96145159.66;84479261.26
Classe;51.554.551/0001-38;CLASSE ÚNICA DO FIDC CRÉDITO NITRO AGRO - RESPONSABILIDADE LIMITADA;2025-06-30;56587160.97;118612829.79
Classe;51.555.510/0001-66;BANCOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;112422139.23;109986370.83
Classe;51.556.244/0001-96;HOMESIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00
Classe;51.587.009/0001-81;AJ86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;11743289.79;11566220.98
Classe;51.596.429/0001-24;LC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3403266.96;3444640.17
Classe;51.606.193/0001-60;LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2025-06-30;148278000.23;148480775.82
Classe;51.628.065/0001-17;KYOMI RENDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;125239017.26;123540174.53
Classe;51.645.270/0001-90;LUTÈCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;83228617.60;80328105.08
Classe;51.646.633/0001-02;APUAMA LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;36238482.57;36931697.33
Classe;51.655.558/0001-46;CREDILOG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;60405814.11;59377334.09
Classe;51.660.048/0001-67;APG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA;2025-06-30;50750612.32;41140218.38
Classe;51.660.739/0001-60;RUNEARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS;2025-06-30;349158496.93;341251749.73
Classe;51.670.752/0001-09;TAVARUA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;26517903.65;25033233.96
Classe;51.681.932/0001-88;STW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;13915149.54;13740024.88
Classe;51.689.378/0001-85;ARTESANAL CRÉDITO ESTRUTURADO FIC FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;168918119.32;166263764.85
Classe;51.707.771/0001-54;ROVER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;104773076.26;106599347.09
Classe;51.730.136/0001-98;INOVA CREDTECH IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;33319370.46;32703680.72
Classe;51.731.270/0001-03;D'ORO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO - RESP LIMITADA;2025-06-30;22866750.53;22945306.27
Classe;51.732.995/0001-16;TESLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;2040673.88;2024229.80
Classe;51.752.029/0001-60;LATACHE LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;149289045.32;149359245.16
Classe;51.764.889/0001-14;BIGTRADE SUNO FUNDO DE INVESTIMENTO - RESP LIMITADA - DIREITOS CREDITÓRIOS;2025-06-30;27275017.25;27805425.24
Classe;51.765.082/0001-04;CATALISE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;169062064.01;158227958.06
Classe;51.767.969/0001-23;GUARDIAN GDF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;688173313.22;733358578.23
Classe;51.768.553/0001-20;PASQUINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-06-30;7440296.24;6573215.01
Classe;51.769.350/0001-58;WBL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;48156795.03;47980517.42
Classe;51.774.918/0001-29;AF6 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;48939089.63;47228992.07
Classe;51.776.829/0001-11;ARKAD MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;58381474.21;58115447.61
Classe;51.781.164/0001-34;NEW INTER FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-06-30;5479444.35;4834089.52
Classe;51.815.891/0001-75;M MHX FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;142374816.59;143200559.99
Classe;51.852.080/0001-44;ANTARES FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA;2025-06-30;110503873.72;92377169.46
Classe;51.853.284/0001-08;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IA INVESTIMENTOS;2025-06-30;10582995.02;10337713.09
Classe;51.861.911/0001-44;VANGUARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;4340823.54;3885659.20
Classe;51.862.553/0001-94;EVERBLUE I FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2025-06-30;43641972.82;42425524.27
Classe;51.863.647/0001-88;SOLUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;73868188.81;72989335.88
Classe;51.863.941/0001-90;CNA FIAGRO;2025-06-30;5272762.04;5296398.19
Classe;51.864.349/0001-02;CVPAR EDUC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;98315551.92;97861340.96
Classe;51.869.340/0001-94;VFA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;146657354.74;147780252.23
Classe;51.869.653/0001-42;POTENCIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;32874028.43;31271556.79
Classe;51.889.748/0001-28;AZZAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;30889327.44;28676459.62
Classe;51.901.421/0001-24;MASTRENN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;12010798.42;12021924.10
Classe;51.902.751/0001-34;MFDH2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;64053154.94;63177993.63
Classe;51.919.474/0001-72;RAMAPI FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;6136129.43;5529486.56
Classe;51.920.831/0001-12;INOVA CREDTECH II FUNDO DE INVESTIMENTOS EM DIREITOS  CREDITÓRIOS;2025-06-30;6012046.25;5986411.05
Classe;51.928.470/0001-50;CASHME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;166786581.11;165808718.37
Classe;51.942.865/0001-08;EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;15198426.83;15216623.48
Classe;51.943.508/0001-64;CARMEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;9299507.34;9282435.47
Classe;51.943.745/0001-25;V SELECT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;622044839.01;597525882.80
Classe;51.956.448/0001-14;FIDC SOMACRED CONSIGNADO PÚBLICO II - RESPONSABILIDADE LIMITADA;2025-06-30;358246466.68;0.00
Classe;51.957.370/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA;2025-06-30;538535237.25;551383974.83
Classe;51.982.989/0001-17;PARAGUAÇU PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7206253.26;7230220.71
Classe;51.983.505/0001-54;GEAR CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;85910677.75;80085019.40
Classe;51.983.832/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR IV;2025-06-30;1054079274.18;1064183182.41
Classe;52.015.801/0001-24;UVA MERLOT CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;77541254.60;75453668.50
Classe;52.029.150/0001-21;LONG SHOT I FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;13733709.83;13529969.87
Classe;52.041.044/0001-63;MALBEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;310558703.08;305782072.85
Classe;52.044.598/0001-14;EMPRESAS DE TRANSPORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS.;2025-06-30;767539575.75;753108121.04
Classe;52.049.112/0001-30;KATETO INVESTIMENTO PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;145557103.32;121024013.99
Classe;52.093.999/0001-64;VALORIZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;71398624.95;73707262.09
Classe;52.098.409/0001-96;STV1 FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS;2025-06-30;41320372.55;37906283.98
Classe;52.099.923/0001-46;EVERBLUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;11948842.08;11415699.64
Classe;52.100.879/0001-47;SOTREQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS -  RESPONSABILIDADE LIMITADA;2025-06-30;207221266.16;0.00
Classe;52.110.606/0001-83;QUATÁ EXCLUSIVE FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;58511983.64;59861434.23
Classe;52.115.159/0001-55;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EM CLASSES DE COTAS EMPÍRICA NOVERDE RESP LIMITADA;2025-06-30;144693814.85;142589405.51
Classe;52.115.758/0001-79;PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;293787556.36;276329172.21
Classe;52.148.267/0001-24;AZ-ATHON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2025-06-30;131940573.35;130067066.99
Classe;52.155.823/0001-90;CHIMERA NPL & SPECIAL OPPORTUNITIES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILI;2025-06-30;88609981.06;86792987.89
Classe;52.165.424/0001-00;VOLTZ SUPPLY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;53897209.36;62039360.98
Classe;52.178.251/0001-64;IOX EXCLUSIVE FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDIT;2025-06-30;81413555.42;77552718.08
Classe;52.178.495/0001-47;IOX 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2922535.78;2782041.18
Classe;52.200.741/0001-10;NORDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;123247784.13;95336681.36
Classe;52.200.745/0001-06;AKIREDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;34333698.05;29760719.75
Classe;52.203.362/0001-83;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PARAGUAÇU II;2025-06-30;5407950.05;5290148.21
Classe;52.203.566/0001-14;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PARAGUAÇU I;2025-06-30;12336649.26;12174981.99
Classe;52.203.615/0001-19;AMETISTA CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;159128188.42;156975448.93
Classe;52.242.420/0001-88;BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-06-30;9837244902.21;8869115991.60
Classe;52.256.912/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ACR I BANCOS EMISSORES DE CARTÃO DE CRÉDITO RESP LIMI;2025-06-30;2635167233.11;0.00
Classe;52.258.255/0001-52;BINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;145243594.15;132783224.37
Classe;52.258.509/0001-32;MEDAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INDUSTRIAIS DE RESPONSABILIDADE ILIMITADA;2025-06-30;18907051.48;18484902.10
Classe;52.258.572/0001-79;ALGARVE TETRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;51387691.87;51382443.10
Classe;52.258.634/0001-42;CASHEW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;24778179.41;24362577.39
Classe;52.258.677/0001-28;ITAÚ PIRINEUS FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA - RESP LIMITADA;2025-06-30;566343277.92;559477324.84
Classe;52.258.922/0001-05;BRAVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;27321135.56;26789332.68
Classe;52.259.540/0001-98;SFT CI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;102830266.75;88029723.87
Classe;52.259.591/0001-10;F18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;64036285.74;64049629.44
Classe;52.259.737/0001-27;ISIDORO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;12537813.96;12379811.71
Classe;52.270.934/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FICTOR;2025-06-30;129623821.85;128113518.70
Classe;52.271.464/0001-36;KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE;2025-06-30;225796393.85;191286293.88
Classe;52.273.542/0001-31;FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;163681647.88;166194230.39
Classe;52.286.115/0001-98;AGROGALAXY FORNECEDORES FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO DC - RESP LIMITADA;2025-06-30;816785838.87;407093967.61
Classe;52.286.780/0001-81;THE CAPITAL UNIVERSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;20839881.16;19698755.82
Classe;52.287.219/0001-17;SC CRÉDITOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;60187733.49;57662979.45
Classe;52.298.532/0001-50;IOX REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;5597390.32;5193168.77
Classe;52.304.780/0001-67;STARS BANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;119415017.45;115948225.38
Classe;52.306.146/0001-63;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEN PME I SEGMENTO FINANCEIRO DE RESP LIMITADA;2025-06-30;90797834.83;91862560.87
Classe;52.307.401/0001-92;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HNDI FORNECEDORES - RESPONSABILIDADE LIMITADA;2025-06-30;25071134.91;24627784.98
Classe;52.315.385/0001-80;BACKSTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;6238256.18;5407158.62
Classe;52.319.921/0001-15;ESTAIADA ÉXES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;34374506.94;30172014.43
Classe;52.322.327/0001-83;GOLDEN STONE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;70262120.84;78175756.99
Classe;52.324.200/0001-01;LEOA JVS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;12991652.74;13006373.21
Classe;52.324.264/0001-02;ROOT ANGELIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;19647092.81;19330977.13
Classe;52.325.895/0001-38;LCPF I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;73930058.98;73324000.26
Classe;52.327.088/0001-54;DUBROVNIK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;511465.37;532462.78
Classe;52.327.260/0001-70;IFOOD I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADA;2025-06-30;1092094363.30;1011203014.15
Classe;52.327.272/0001-02;MEDSYSTEMS B24 FIDC SEGMENTO RECEBIVEIS COMECIAIS DE RESPONSABILIDADE LIMITADA;2025-06-30;178103871.78;181813635.43
Classe;52.337.595/0001-79;PADTEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00
Classe;52.337.930/0001-39;SOLIS BELLATRIX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;74213525.85;77395976.07
Classe;52.340.225/0001-90;INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA;2025-06-30;20428823.34;14867590.71
Classe;52.341.847/0001-33;GUARDIAN MULTI CONSIGNADO III FIDC RESPONSABILIDADE LIMITADA;2025-06-30;384930450.75;0.00
Classe;52.342.331/0001-03;PERCAPITAL SOS BOLSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00
Classe;52.343.195/0001-76;FARMTECH SYNGENTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;9595853.27;0.00
Classe;52.343.885/0001-25;LCBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;18446685.75;17271163.66
Classe;52.348.734/0001-60;VINCI PORTFOLIO CREDITO III FIC DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;123914689.34;97382348.39
Classe;52.351.153/0001-87;FBRAS 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;57905733.21;58116754.04
Classe;52.351.675/0001-89;ASA SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;89417774.76;84545894.36
Classe;52.351.713/0001-01;SANEOCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00
Classe;52.352.829/0001-57;LONG LIFE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADO;2025-06-30;7924144.68;7363849.59
Classe;52.354.707/0001-08;IZI CASH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;9470953.02;8924420.08
Classe;52.356.126/0001-05;ENCORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;15349821.12;11322671.59
Classe;52.356.145/0001-23;TX CAPITAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;10304141.04;9513085.18
Classe;52.357.097/0001-98;HL CERCES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00
Classe;52.362.629/0001-85;3T - FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;10347439.58;9667860.44
Classe;52.363.837/0001-07;FAMA GAIA SOCIOBIOECONOMIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INVESTIMENTO SUSTENTÁVEL;2025-06-30;6575986.25;6075683.80
Classe;52.363.951/0001-29;ARC DIP JS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;379860096.61;372231170.21
Classe;52.364.436/0001-63;VBINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;29550483.32;28705164.88
Classe;52.430.088/0001-85;GUARDIAN MULTI CONSIGNADO V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESPONSABILIDADE LIMITADA;2025-06-30;4825953.27;4789103.98
Classe;52.498.421/0001-98;SOLAR PUGLIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;221494373.64;217491475.25
Classe;52.498.585/0001-15;SALENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;151686044.28;143335392.55
Classe;52.511.329/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA;2025-06-30;128933252.19;126951023.83
Classe;52.511.370/0001-97;ALGARVE TETRA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;36906818.32;36906834.27
Classe;52.511.479/0001-24;ALGARVE BETA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;63127242.98;63136349.69
Classe;52.512.069/0001-06;BRADESCO FARMTECH FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DC RESPONSABILIDADE LIMITADA;2025-06-30;191852515.64;0.00
Classe;52.519.160/0001-45;MEDTECH CPV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;14990513.83;13433110.53
Classe;52.531.368/0001-80;VALENTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;10864719.19;10864719.19
Classe;52.532.399/0001-55;VERGINIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;25018126.68;24640986.43
Classe;52.549.758/0001-87;BOAZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;95731932.69;82630844.23
Classe;52.554.072/0001-84;ST1 MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;399503938.16;386702000.68
Classe;52.554.183/0001-90;STT1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;20070098.74;18344198.60
Classe;52.574.087/0001-04;360 FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;17739498.92;17055535.65
Classe;52.588.379/0001-04;RADIX OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;153679196.65;136519720.10
Classe;52.594.798/0001-40;MAKTUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2236706685.59;2209843061.79
Classe;52.596.071/0001-00;CONSIGNADO PLGN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;394766200.53;376400378.58
Classe;52.607.408/0001-20;ISIDORO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7981295.35;7898520.21
Classe;52.609.463/0001-59;STARK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;99032954.95;99045006.77
Classe;52.609.670/0001-03;IRÍDIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;375378418.38;375394472.34
Classe;52.610.624/0001-24;AETOS ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;4685037888.66;4801498043.85
Classe;52.611.664/0001-90;QI JS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-06-30;71129349.33;67935717.75
Classe;52.635.689/0001-24;PRINTEMPS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00
Classe;52.649.689/0001-83;CITRINO TEMPO CAPTOR (CTC) FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;46644144.31;45723209.39
Classe;52.651.831/0001-27;HYUNDAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2162107626.76;1913860393.75
